"latitude","longitude","elevation","distance"
"47.76296","6.60843","346.1","13714.1"
"47.76298","6.60850","346.2","13719.8"
"47.76301","6.60857","346.2","13726.0"
"47.76303","6.60865","346.2","13732.4"
"47.76306","6.60873","346.2","13739.2"
"47.76310","6.60881","346.2","13746.7"
"47.76314","6.60889","346.1","13754.1"
"47.76319","6.60896","346.1","13761.8"
"47.76325","6.60902","346.1","13769.8"
"47.76331","6.60908","346.0","13777.9"
"47.76337","6.60915","346.0","13786.3"
"47.76343","6.60921","345.9","13794.4"
"47.76349","6.60928","345.8","13802.9"
"47.76354","6.60934","345.7","13810.0"
"47.76360","6.60941","345.6","13818.5"
"47.76366","6.60950","345.5","13827.9"
"47.76371","6.60959","345.4","13836.7"
"47.76375","6.60969","345.3","13845.4"
"47.76377","6.60978","345.2","13852.5"
"47.76380","6.60989","345.2","13861.3"
"47.76382","6.61001","345.0","13870.6"
"47.76383","6.61012","344.9","13878.9"
"47.76383","6.61023","344.8","13887.1"
"47.76384","6.61034","344.8","13895.4"
"47.76385","6.61044","344.7","13902.9"
"47.76385","6.61056","344.7","13911.9"
"47.76386","6.61068","344.8","13920.9"
"47.76386","6.61079","344.9","13929.2"
"47.76386","6.61092","345.0","13938.9"
"47.76384","6.61102","345.1","13946.7"
"47.76382","6.61114","345.3","13955.9"
"47.76379","6.61124","345.4","13964.1"
"47.76376","6.61135","345.5","13973.0"
"47.76372","6.61144","345.6","13981.0"
"47.76368","6.61153","345.6","13989.1"
"47.76364","6.61163","345.5","13997.8"
"47.76360","6.61172","345.5","14005.9"
"47.76355","6.61181","345.5","14014.6"
"47.76351","6.61191","345.5","14023.3"
"47.76347","6.61199","345.6","14030.8"
"47.76343","6.61209","345.6","14039.5"
"47.76339","6.61218","345.7","14047.5"
"47.76335","6.61227","345.8","14055.6"
"47.76331","6.61237","345.9","14064.3"
"47.76327","6.61246","346.0","14072.3"
"47.76323","6.61257","346.1","14081.7"
"47.76320","6.61267","346.1","14089.9"
"47.76317","6.61278","346.2","14098.7"
"47.76315","6.61288","346.3","14106.5"
"47.76313","6.61299","346.4","14115.1"
"47.76311","6.61312","346.5","14125.0"
"47.76309","6.61323","346.7","14133.5"
"47.76308","6.61335","346.8","14142.6"
"47.76308","6.61347","346.8","14151.6"
"47.76307","6.61358","346.9","14159.9"
"47.76306","6.61371","346.9","14169.6"
"47.76306","6.61383","346.9","14178.6"
"47.76305","6.61395","347.0","14187.6"
"47.76304","6.61407","347.1","14196.7"
"47.76304","6.61419","347.3","14205.6"
"47.76303","6.61432","347.3","14215.4"
"47.76302","6.61444","347.4","14224.5"
"47.76301","6.61456","347.5","14233.5"
"47.76300","6.61468","347.6","14242.5"
"47.76300","6.61481","347.8","14252.3"
"47.76299","6.61494","347.9","14262.0"
"47.76298","6.61506","348.1","14271.1"
"47.76298","6.61518","348.2","14280.0"
"47.76297","6.61531","348.3","14289.8"
"47.76297","6.61542","348.3","14298.1"
"47.76297","6.61555","348.4","14307.8"
"47.76297","6.61567","348.4","14316.7"
"47.76298","6.61578","348.4","14325.0"
"47.76300","6.61590","348.4","14334.3"
"47.76302","6.61601","348.5","14342.8"
"47.76304","6.61612","348.7","14351.3"
"47.76306","6.61623","348.9","14359.8"
"47.76308","6.61633","349.2","14367.6"
"47.76310","6.61642","349.6","14374.7"
"47.76312","6.61651","349.9","14381.8"
"47.76314","6.61662","350.3","14390.3"
"47.76316","6.61671","350.6","14397.4"
"47.76319","6.61679","350.9","14404.2"
"47.76321","6.61686","351.2","14409.9"
"47.76324","6.61693","351.6","14416.1"
"47.76327","6.61700","351.9","14422.3"
"47.76330","6.61705","352.2","14427.3"
"47.76334","6.61711","352.6","14433.7"
"47.76338","6.61717","353.1","14440.0"
"47.76341","6.61722","353.4","14445.0"
"47.76345","6.61727","353.9","14450.8"
"47.76348","6.61731","354.3","14455.3"
"47.76350","6.61736","354.7","14459.6"
"47.76353","6.61740","355.1","14464.1"
"47.76356","6.61745","355.5","14469.1"
"47.76360","6.61750","356.0","14474.9"
"47.76362","6.61755","356.3","14479.3"
"47.76365","6.61760","356.7","14484.3"
"47.76368","6.61765","357.0","14489.3"
"47.76370","6.61770","357.3","14493.6"
"47.76373","6.61775","357.6","14498.7"
"47.76376","6.61780","357.8","14503.7"
"47.76378","6.61785","358.1","14508.0"
"47.76381","6.61790","358.3","14513.0"
"47.76383","6.61796","358.6","14518.0"
"47.76385","6.61802","358.8","14523.0"
"47.76387","6.61808","359.1","14528.0"
"47.76388","6.61814","359.3","14532.7"
"47.76388","6.61820","359.5","14537.1"
"47.76389","6.61827","359.7","14542.5"
"47.76389","6.61835","360.0","14548.5"
"47.76390","6.61841","360.3","14553.1"
"47.76391","6.61848","360.6","14558.4"
"47.76392","6.61854","360.9","14563.1"
"47.76392","6.61860","361.1","14567.5"
"47.76392","6.61866","361.4","14572.0"
"47.76393","6.61874","361.7","14578.1"
"47.76392","6.61881","361.9","14583.5"
"47.76393","6.61888","362.1","14588.8"
"47.76393","6.61894","362.3","14593.3"
"47.76394","6.61902","362.6","14599.4"
"47.76394","6.61908","362.7","14603.9"
"47.76394","6.61915","362.9","14609.1"
"47.76395","6.61922","363.2","14614.4"
"47.76395","6.61928","363.4","14618.9"
"47.76396","6.61936","363.6","14625.0"
"47.76396","6.61943","363.8","14630.2"
"47.76396","6.61950","364.1","14635.5"
"47.76397","6.61958","364.4","14641.6"
"47.76398","6.61964","364.6","14646.2"
"47.76399","6.61971","364.8","14651.5"
"47.76400","6.61978","365.0","14656.9"
"47.76400","6.61985","365.2","14662.1"
"47.76400","6.61993","365.3","14668.1"
"47.76399","6.62000","365.5","14673.4"
"47.76398","6.62007","365.6","14678.8"
"47.76400","6.62014","365.9","14684.5"
"47.76401","6.62021","366.1","14689.8"
"47.76402","6.62027","366.3","14694.4"
"47.76403","6.62033","366.5","14699.1"
"47.76404","6.62041","366.8","14705.1"
"47.76405","6.62047","367.0","14709.8"
"47.76404","6.62054","367.2","14715.1"
"47.76405","6.62061","367.4","14720.5"
"47.76405","6.62067","367.6","14724.9"
"47.76406","6.62074","367.8","14730.3"
"47.76408","6.62082","368.0","14736.7"
"47.76408","6.62089","368.3","14741.9"
"47.76408","6.62096","368.5","14747.1"
"47.76408","6.62103","368.7","14752.4"
"47.76409","6.62110","369.0","14757.7"
"47.76410","6.62117","369.3","14763.1"
"47.76410","6.62125","369.5","14769.0"
"47.76410","6.62131","369.7","14773.5"
"47.76410","6.62138","369.9","14778.8"
"47.76410","6.62145","370.1","14784.0"
"47.76410","6.62152","370.3","14789.2"
"47.76411","6.62158","370.5","14793.8"
"47.76411","6.62166","370.8","14799.8"
"47.76411","6.62172","371.0","14804.3"
"47.76412","6.62179","371.3","14809.7"
"47.76412","6.62186","371.5","14814.9"
"47.76412","6.62193","371.8","14820.1"
"47.76411","6.62200","372.1","14825.5"
"47.76410","6.62207","372.4","14830.8"
"47.76410","6.62214","372.6","14836.1"
"47.76409","6.62222","372.9","14842.1"
"47.76408","6.62230","373.2","14848.2"
"47.76407","6.62239","373.5","14855.0"
"47.76406","6.62247","373.7","14861.1"
"47.76404","6.62256","374.0","14868.2"
"47.76403","6.62265","374.3","14875.0"
"47.76403","6.62273","374.6","14881.0"
"47.76402","6.62281","374.9","14887.1"
"47.76401","6.62289","375.2","14893.2"
"47.76399","6.62297","375.5","14899.5"
"47.76399","6.62306","375.9","14906.3"
"47.76398","6.62314","376.1","14912.4"
"47.76397","6.62322","376.4","14918.4"
"47.76396","6.62330","376.6","14924.5"
"47.76396","6.62338","376.9","14930.5"
"47.76395","6.62346","377.1","14936.6"
"47.76395","6.62353","377.3","14941.8"
"47.76395","6.62361","377.6","14947.8"
"47.76395","6.62369","377.8","14953.8"
"47.76395","6.62377","378.1","14959.7"
"47.76395","6.62385","378.3","14965.7"
"47.76395","6.62392","378.6","14971.0"
"47.76395","6.62400","378.8","14976.9"
"47.76396","6.62408","379.1","14983.0"
"47.76396","6.62415","379.4","14988.3"
"47.76398","6.62423","379.8","14994.6"
"47.76399","6.62431","380.1","15000.7"
"47.76400","6.62438","380.4","15006.1"
"47.76399","6.62445","380.7","15011.4"
"47.76401","6.62454","381.1","15018.5"
"47.76403","6.62461","381.4","15024.2"
"47.76405","6.62468","381.7","15029.9"
"47.76407","6.62476","382.0","15036.2"
"47.76409","6.62483","382.3","15041.9"
"47.76410","6.62491","382.6","15048.0"
"47.76411","6.62499","382.9","15054.1"
"47.76412","6.62506","383.1","15059.4"
"47.76412","6.62514","383.4","15065.4"
"47.76411","6.62520","383.6","15070.0"
"47.76411","6.62527","383.8","15075.3"
"47.76410","6.62536","384.0","15082.1"
"47.76409","6.62543","384.2","15087.4"
"47.76408","6.62550","384.3","15092.8"
"47.76406","6.62557","384.5","15098.5"
"47.76403","6.62565","384.6","15105.3"
"47.76401","6.62572","384.8","15111.0"
"47.76398","6.62579","384.9","15117.2"
"47.76395","6.62586","385.1","15123.4"
"47.76393","6.62593","385.4","15129.1"
"47.76391","6.62601","385.7","15135.5"
"47.76389","6.62609","386.1","15141.9"
"47.76387","6.62617","386.5","15148.2"
"47.76386","6.62625","386.9","15154.3"
"47.76385","6.62633","387.3","15160.4"
"47.76383","6.62641","387.7","15166.8"
"47.76382","6.62649","387.9","15172.9"
"47.76381","6.62657","388.2","15179.0"
"47.76381","6.62665","388.4","15184.9"
"47.76380","6.62673","388.6","15191.0"
"47.76379","6.62681","388.7","15197.1"
"47.76378","6.62689","388.9","15203.2"
"47.76377","6.62697","389.0","15209.3"
"47.76376","6.62704","389.2","15214.6"
"47.76375","6.62711","389.3","15220.0"
"47.76376","6.62719","389.6","15226.0"
"47.76377","6.62727","389.9","15232.1"
"47.76377","6.62735","390.2","15238.1"
"47.76377","6.62742","390.5","15243.3"
"47.76379","6.62749","390.7","15249.0"
"47.76382","6.62756","391.0","15255.2"
"47.76385","6.62764","391.2","15262.1"
"47.76388","6.62771","391.4","15268.3"
"47.76391","6.62777","391.5","15273.9"
"47.76394","6.62783","391.6","15279.5"
"47.76397","6.62789","391.7","15285.0"
"47.76400","6.62794","391.8","15290.1"
"47.76404","6.62802","392.0","15297.5"
"47.76404","6.62809","392.2","15302.7"
"47.76406","6.62816","392.4","15308.4"
"47.76407","6.62823","392.7","15313.8"
"47.76409","6.62830","393.1","15319.5"
"47.76409","6.62837","393.5","15324.7"
"47.76409","6.62846","393.9","15331.4"
"47.76409","6.62853","394.2","15336.6"
"47.76410","6.62861","394.5","15342.7"
"47.76409","6.62869","394.8","15348.8"
"47.76410","6.62877","395.0","15354.9"
"47.76409","6.62884","395.2","15360.2"
"47.76408","6.62892","395.4","15366.3"
"47.76408","6.62900","395.7","15372.3"
"47.76407","6.62907","396.0","15377.7"
"47.76406","6.62915","396.3","15383.7"
"47.76405","6.62923","396.7","15389.8"
"47.76405","6.62929","397.0","15394.3"
"47.76404","6.62938","397.4","15401.1"
"47.76402","6.62946","397.8","15407.5"
"47.76401","6.62953","398.1","15412.8"
"47.76399","6.62961","398.4","15419.2"
"47.76396","6.62968","398.7","15425.4"
"47.76395","6.62975","398.9","15430.8"
"47.76392","6.62982","399.2","15437.0"
"47.76389","6.62988","399.4","15442.6"
"47.76387","6.62995","399.7","15448.3"
"47.76384","6.63001","400.1","15453.9"
"47.76381","6.63007","400.4","15459.4"
"47.76378","6.63013","400.7","15465.0"
"47.76374","6.63018","401.0","15470.8"
"47.76370","6.63024","401.3","15477.2"
"47.76367","6.63028","401.6","15481.6"
"47.76362","6.63034","401.9","15488.8"
"47.76357","6.63039","402.1","15495.5"
"47.76353","6.63043","402.3","15500.8"
"47.76351","6.63047","402.4","15504.6"
"47.76346","6.63051","402.6","15510.9"
"47.76341","6.63055","402.8","15517.2"
"47.76336","6.63060","402.9","15523.9"
"47.76332","6.63065","403.1","15529.7"
"47.76328","6.63071","403.2","15536.0"
"47.76325","6.63077","403.4","15541.6"
"47.76320","6.63084","403.6","15549.2"
"47.76317","6.63091","403.9","15555.4"
"47.76316","6.63098","404.2","15560.8"
"47.76313","6.63104","404.5","15566.4"
"47.76310","6.63110","404.8","15572.0"
"47.76307","6.63116","405.2","15577.6"
"47.76304","6.63123","405.5","15583.8"
"47.76301","6.63129","405.9","15589.4"
"47.76298","6.63135","406.2","15594.9"
"47.76294","6.63142","406.5","15601.8"
"47.76291","6.63148","406.8","15607.4"
"47.76287","6.63155","407.2","15614.3"
"47.76284","6.63161","407.4","15619.9"
"47.76280","6.63168","407.7","15626.7"
"47.76277","6.63174","407.9","15632.3"
"47.76274","6.63181","408.2","15638.5"
"47.76272","6.63187","408.3","15643.5"
"47.76270","6.63195","408.6","15649.9"
"47.76268","6.63203","408.8","15656.3"
"47.76268","6.63210","409.1","15661.5"
"47.76268","6.63218","409.4","15667.5"
"47.76268","6.63226","409.7","15673.5"
"47.76269","6.63234","410.0","15679.6"
"47.76271","6.63242","410.3","15685.9"
"47.76273","6.63249","410.5","15691.6"
"47.76276","6.63256","410.7","15697.8"
"47.76280","6.63263","411.0","15704.7"
"47.76284","6.63269","411.3","15711.0"
"47.76288","6.63274","411.5","15716.8"
"47.76291","6.63280","411.7","15722.4"
"47.76295","6.63286","411.9","15728.7"
"47.76298","6.63292","412.1","15734.3"
"47.76301","6.63299","412.3","15740.5"
"47.76304","6.63306","412.5","15746.7"
"47.76307","6.63312","412.7","15752.3"
"47.76310","6.63319","413.0","15758.5"
"47.76313","6.63325","413.2","15764.1"
"47.76315","6.63332","413.5","15769.8"
"47.76319","6.63339","413.9","15776.7"
"47.76321","6.63345","414.1","15781.7"
"47.76324","6.63352","414.4","15787.9"
"47.76328","6.63359","414.7","15794.7"
"47.76331","6.63366","415.0","15800.9"
"47.76334","6.63373","415.4","15807.1"
"47.76337","6.63379","415.7","15812.7"
"47.76340","6.63386","416.0","15818.9"
"47.76343","6.63391","416.2","15824.0"
"47.76347","6.63398","416.6","15830.8"
"47.76350","6.63404","416.9","15836.4"
"47.76353","6.63410","417.1","15842.0"
"47.76356","6.63417","417.4","15848.2"
"47.76360","6.63423","417.8","15854.5"
"47.76363","6.63428","418.0","15859.5"
"47.76366","6.63434","418.2","15865.1"
"47.76370","6.63439","418.5","15870.9"
"47.76372","6.63444","418.6","15875.3"
"47.76376","6.63451","418.9","15882.1"
"47.76380","6.63457","419.1","15888.5"
"47.76384","6.63464","419.4","15895.3"
"47.76388","6.63470","419.7","15901.6"
"47.76392","6.63477","420.0","15908.5"
"47.76396","6.63483","420.3","15914.8"
"47.76400","6.63488","420.6","15920.6"
"47.76404","6.63493","420.8","15926.4"
"47.76409","6.63497","421.2","15932.8"
"47.76414","6.63501","421.4","15939.1"
"47.76419","6.63505","421.7","15945.4"
"47.76424","6.63508","422.0","15951.4"
"47.76430","6.63511","422.3","15958.4"
"47.76433","6.63514","422.5","15962.4"
"47.76438","6.63519","422.7","15969.1"
"47.76442","6.63526","422.9","15976.0"
"47.76444","6.63534","423.1","15982.4"
"47.76444","6.63542","423.3","15988.4"
"47.76442","6.63550","423.5","15994.7"
"47.76439","6.63558","423.8","16001.6"
"47.76434","6.63564","424.1","16008.7"
"47.76428","6.63567","424.4","16015.8"
"47.76422","6.63568","424.7","16022.5"
"47.76416","6.63568","424.9","16029.2"
"47.76409","6.63568","425.2","16036.9"
"47.76403","6.63567","425.4","16043.7"
"47.76396","6.63567","425.5","16051.4"
"47.76389","6.63567","425.7","16059.2"
"47.76383","6.63567","425.8","16065.9"
"47.76378","6.63567","425.9","16071.5"
"47.76371","6.63567","426.0","16079.2"
"47.76365","6.63569","426.2","16086.1"
"47.76359","6.63570","426.3","16092.8"
"47.76353","6.63573","426.5","16099.8"
"47.76346","6.63576","426.7","16107.9"
"47.76340","6.63580","426.9","16115.2"
"47.76334","6.63583","427.1","16122.3"
"47.76327","6.63585","427.4","16130.2"
"47.76321","6.63584","427.7","16136.9"
"47.76314","6.63581","427.9","16145.0"
"47.76308","6.63576","428.1","16152.7"
"47.76302","6.63569","428.2","16161.1"
"47.76296","6.63562","428.2","16169.6"
"47.76290","6.63554","428.1","16178.6"
"47.76285","6.63545","428.0","16187.3"
"47.76279","6.63535","427.8","16197.3"
"47.76275","6.63524","427.7","16206.7"
"47.76272","6.63513","427.5","16215.5"
"47.76270","6.63502","427.4","16224.1"
"47.76268","6.63491","427.4","16232.6"
"47.76267","6.63480","427.3","16240.9"
"47.76265","6.63469","427.2","16249.4"
"47.76262","6.63459","427.2","16257.6"
"47.76258","6.63450","427.2","16265.6"
"47.76253","6.63441","427.3","16274.4"
"47.76248","6.63434","427.4","16282.0"
"47.76242","6.63428","427.5","16290.0"
"47.76235","6.63421","427.6","16299.4"
"47.76230","6.63416","427.7","16306.1"
"47.76223","6.63410","427.9","16315.1"
"47.76218","6.63405","428.1","16321.8"
"47.76212","6.63400","428.3","16329.5"
"47.76207","6.63395","428.5","16336.1"
"47.76202","6.63390","428.8","16342.8"
"47.76197","6.63385","429.1","16349.5"
"47.76193","6.63379","429.4","16355.9"
"47.76189","6.63372","429.8","16362.7"
"47.76185","6.63366","430.2","16369.0"
"47.76182","6.63360","430.5","16374.6"
"47.76178","6.63353","430.9","16381.5"
"47.76174","6.63346","431.2","16388.4"
"47.76170","6.63339","431.6","16395.2"
"47.76167","6.63332","431.9","16401.4"
"47.76164","6.63326","432.2","16407.0"
"47.76161","6.63319","432.4","16413.2"
"47.76157","6.63312","432.7","16420.1"
"47.76154","6.63305","432.9","16426.3"
"47.76150","6.63298","433.2","16433.2"
"47.76147","6.63292","433.5","16438.8"
"47.76144","6.63285","433.8","16445.0"
"47.76140","6.63279","434.2","16451.3"
"47.76136","6.63273","434.5","16457.6"
"47.76131","6.63269","434.8","16463.9"
"47.76127","6.63266","435.1","16468.9"
"47.76121","6.63264","435.3","16475.7"
"47.76116","6.63263","435.5","16481.3"
"47.76110","6.63264","435.8","16488.1"
"47.76105","6.63267","436.0","16494.1"
"47.76100","6.63271","436.3","16500.4"
"47.76096","6.63275","436.5","16505.7"
"47.76092","6.63282","436.8","16512.6"
"47.76090","6.63290","437.1","16519.0"
"47.76088","6.63297","437.4","16524.7"
"47.76086","6.63304","437.7","16530.3"
