"latitude","longitude","elevation","distance"
"42.90099","-9.13062","12.3","29890.6"
"42.90164","-9.13062","13.8","29962.9"
"42.90178","-9.13057","14.1","29979.0"
"42.90200","-9.13042","14.9","30006.3"
"42.90237","-9.13001","16.6","30059.5"
"42.90274","-9.12959","17.3","30112.8"
"42.90324","-9.12920","16.4","30176.8"
"42.90352","-9.12888","15.0","30217.4"
"42.90382","-9.12841","13.2","30268.2"
"42.90405","-9.12790","12.0","30317.0"
"42.90431","-9.12724","11.7","30378.0"
"42.90446","-9.12681","11.9","30416.8"
"42.90466","-9.12592","12.7","30492.6"
"42.90480","-9.12569","12.9","30517.0"
"42.90488","-9.12561","13.0","30528.0"
"42.90508","-9.12558","13.1","30550.4"
"42.90556","-9.12568","13.0","30603.9"
"42.90603","-9.12579","12.4","30657.4"
"42.90632","-9.12588","12.0","30690.5"
"42.90655","-9.12601","11.7","30718.2"
"42.90720","-9.12644","10.7","30798.5"
"42.90797","-9.12689","10.3","30891.6"
"42.90793","-9.12668","10.3","30909.3"
"42.90791","-9.12640","10.3","30932.2"
"42.90794","-9.12607","10.4","30959.3"
"42.90801","-9.12564","10.6","30995.1"
"42.90811","-9.12546","10.6","31013.5"
"42.90869","-9.12508","10.2","31085.1"
"42.90940","-9.12447","9.4","31178.4"
"42.90971","-9.12438","9.3","31213.6"
"42.91010","-9.12439","9.2","31257.0"
"42.91064","-9.12455","8.9","31319.0"
"42.91119","-9.12471","8.4","31380.9"
"42.91131","-9.12471","8.4","31394.3"
"42.91210","-9.12438","9.2","31486.2"
"42.91277","-9.12422","10.6","31561.8"
"42.91286","-9.12416","10.8","31572.9"
"42.91294","-9.12407","11.0","31584.5"
"42.91298","-9.12394","11.2","31595.9"
"42.91293","-9.12376","11.4","31611.6"
"42.91289","-9.12364","11.6","31622.3"
"42.91286","-9.12351","11.8","31633.4"
"42.91284","-9.12339","12.0","31643.5"
"42.91283","-9.12329","12.3","31651.7"
"42.91284","-9.12320","12.6","31659.1"
"42.91283","-9.12310","13.0","31667.3"
"42.91285","-9.12302","13.5","31674.2"
"42.91287","-9.12295","14.1","31680.3"
"42.91290","-9.12289","14.6","31686.2"
"42.91293","-9.12284","15.2","31691.5"
"42.91296","-9.12280","15.7","31696.2"
"42.91299","-9.12275","16.4","31701.4"
"42.91303","-9.12271","17.0","31706.9"
"42.91306","-9.12266","17.7","31712.2"
"42.91309","-9.12261","18.3","31717.5"
"42.91312","-9.12255","19.0","31723.4"
"42.91316","-9.12249","19.9","31730.0"
"42.91319","-9.12243","20.6","31735.9"
"42.91321","-9.12237","21.3","31741.3"
"42.91324","-9.12232","22.0","31746.5"
"42.91327","-9.12226","22.8","31752.5"
"42.91330","-9.12221","23.6","31757.7"
"42.91333","-9.12217","24.2","31762.4"
"42.91338","-9.12216","25.0","31768.0"
"42.91342","-9.12217","25.7","31772.5"
"42.91346","-9.12221","26.4","31778.0"
"42.91349","-9.12227","27.2","31784.0"
"42.91350","-9.12234","28.0","31789.8"
"42.91351","-9.12241","28.8","31795.6"
"42.91350","-9.12248","29.6","31801.4"
"42.91351","-9.12254","30.4","31806.4"
"42.91351","-9.12259","31.0","31810.5"
"42.91351","-9.12264","31.6","31814.5"
"42.91352","-9.12269","32.3","31818.8"
"42.91353","-9.12274","32.9","31823.0"
"42.91353","-9.12279","33.6","31827.1"
"42.91354","-9.12283","34.2","31830.5"
"42.91354","-9.12288","34.9","31834.6"
"42.91355","-9.12292","35.5","31838.0"
"42.91356","-9.12296","36.1","31841.5"
"42.91357","-9.12299","36.6","31844.1"
"42.91358","-9.12302","37.1","31846.8"
"42.91359","-9.12305","37.6","31849.5"
"42.91359","-9.12309","38.1","31852.8"
"42.91360","-9.12312","38.6","31855.4"
"42.91360","-9.12315","39.1","31857.9"
"42.91360","-9.12319","39.6","31861.1"
"42.91362","-9.12322","40.2","31864.4"
"42.91363","-9.12324","40.6","31866.4"
"42.91364","-9.12326","40.9","31868.4"
"42.91366","-9.12327","41.4","31870.8"
"42.91368","-9.12326","41.8","31873.1"
"42.91370","-9.12324","42.2","31875.9"
"42.91372","-9.12321","42.8","31879.2"
"42.91373","-9.12318","43.2","31881.9"
"42.91374","-9.12314","43.8","31885.3"
"42.91375","-9.12310","44.3","31888.8"
"42.91375","-9.12306","44.8","31892.0"
"42.91376","-9.12302","45.3","31895.5"
"42.91376","-9.12298","45.7","31898.7"
"42.91376","-9.12294","46.1","31902.0"
"42.91377","-9.12289","46.6","31906.2"
"42.91377","-9.12285","47.0","31909.5"
"42.91378","-9.12279","47.5","31914.5"
"42.91379","-9.12274","47.9","31918.7"
"42.91380","-9.12265","48.5","31926.1"
"42.91383","-9.12257","49.1","31933.4"
"42.91384","-9.12251","49.5","31938.4"
"42.91386","-9.12246","49.9","31943.1"
"42.91387","-9.12240","50.3","31948.1"
"42.91389","-9.12235","50.6","31952.7"
"42.91391","-9.12230","51.0","31957.4"
"42.91393","-9.12225","51.4","31962.0"
"42.91395","-9.12220","51.8","31966.6"
"42.91397","-9.12216","52.1","31970.6"
"42.91400","-9.12212","52.5","31975.2"
"42.91403","-9.12208","52.9","31979.9"
"42.91406","-9.12204","53.4","31984.6"
"42.91408","-9.12201","53.7","31987.9"
"42.91411","-9.12198","54.1","31992.0"
"42.91414","-9.12196","54.5","31995.7"
"42.91416","-9.12193","54.9","31999.0"
"42.91419","-9.12191","55.3","32002.7"
"42.91422","-9.12189","55.8","32006.4"
"42.91424","-9.12188","56.1","32008.8"
"42.91427","-9.12186","56.5","32012.5"
"42.91430","-9.12184","57.0","32016.2"
"42.91433","-9.12182","57.5","32020.0"
"42.91435","-9.12181","57.8","32022.3"
"42.91438","-9.12179","58.2","32026.0"
"42.91441","-9.12178","58.7","32029.5"
"42.91443","-9.12178","59.0","32031.7"
"42.91446","-9.12177","59.4","32035.1"
"42.91449","-9.12177","59.8","32038.5"
"42.91451","-9.12177","60.1","32040.7"
"42.91454","-9.12177","60.6","32044.0"
"42.91457","-9.12177","61.0","32047.4"
"42.91460","-9.12177","61.4","32050.7"
"42.91463","-9.12176","61.9","32054.1"
"42.91467","-9.12176","62.4","32058.6"
"42.91471","-9.12175","63.0","32063.1"
"42.91474","-9.12175","63.4","32066.4"
"42.91477","-9.12175","63.9","32069.8"
"42.91481","-9.12175","64.5","32074.2"
"42.91483","-9.12174","64.8","32076.6"
"42.91486","-9.12174","65.3","32079.9"
"42.91489","-9.12173","65.8","32083.4"
"42.91492","-9.12172","66.4","32086.8"
"42.91495","-9.12172","67.0","32090.1"
"42.91497","-9.12172","67.3","32092.3"
"42.91500","-9.12172","67.9","32095.7"
"42.91502","-9.12172","68.3","32097.9"
"42.91504","-9.12173","68.7","32100.3"
"42.91507","-9.12173","69.3","32103.6"
"42.91509","-9.12174","69.7","32106.0"
"42.91512","-9.12174","70.2","32109.3"
"42.91514","-9.12175","70.6","32111.7"
"42.91517","-9.12176","71.2","32115.1"
"42.91519","-9.12177","71.6","32117.5"
"42.91521","-9.12178","72.0","32119.9"
"42.91523","-9.12179","72.4","32122.2"
"42.91525","-9.12180","72.8","32124.6"
"42.91528","-9.12180","73.3","32127.9"
"42.91530","-9.12182","73.8","32130.7"
"42.91534","-9.12183","74.5","32135.2"
"42.91537","-9.12184","75.0","32138.6"
"42.91540","-9.12185","75.6","32142.1"
"42.91543","-9.12186","76.1","32145.5"
"42.91546","-9.12188","76.7","32149.2"
"42.91548","-9.12189","77.1","32151.6"
"42.91551","-9.12191","77.8","32155.3"
"42.91553","-9.12192","78.2","32157.7"
"42.91555","-9.12193","78.7","32160.0"
"42.91557","-9.12194","79.1","32162.4"
"42.91559","-9.12194","79.6","32164.6"
"42.91561","-9.12195","80.0","32167.0"
"42.91563","-9.12194","80.5","32169.4"
"42.91565","-9.12194","80.9","32171.6"
"42.91567","-9.12193","81.4","32174.0"
"42.91568","-9.12192","81.6","32175.3"
"42.91571","-9.12190","82.3","32179.0"
"42.91574","-9.12189","82.9","32182.5"
"42.91578","-9.12188","83.7","32187.0"
"42.91581","-9.12187","84.2","32190.4"
"42.91584","-9.12185","84.8","32194.1"
"42.91586","-9.12183","85.3","32196.9"
"42.91588","-9.12181","85.8","32199.7"
"42.91590","-9.12178","86.3","32203.0"
"42.91591","-9.12175","86.7","32205.6"
"42.91593","-9.12171","87.3","32209.6"
"42.91595","-9.12168","87.8","32212.9"
"42.91597","-9.12165","88.4","32216.2"
"42.91599","-9.12163","88.8","32219.0"
"42.91601","-9.12160","89.3","32222.3"
"42.91603","-9.12158","89.7","32225.0"
"42.91605","-9.12156","90.2","32227.8"
"42.91607","-9.12153","90.7","32231.1"
"42.91609","-9.12150","91.2","32234.4"
"42.91611","-9.12147","91.7","32237.7"
"42.91612","-9.12144","92.1","32240.4"
"42.91614","-9.12141","92.7","32243.7"
"42.91615","-9.12138","93.1","32246.4"
"42.91616","-9.12134","93.6","32249.8"
"42.91617","-9.12131","94.0","32252.5"
"42.91618","-9.12127","94.5","32255.9"
"42.91619","-9.12124","95.0","32258.6"
"42.91620","-9.12120","95.5","32262.0"
"42.91622","-9.12117","96.0","32265.4"
"42.91624","-9.12113","96.5","32269.3"
"42.91627","-9.12110","97.1","32273.4"
"42.91629","-9.12108","97.6","32276.2"
"42.91631","-9.12106","98.0","32278.9"
"42.91634","-9.12105","98.5","32282.4"
"42.91636","-9.12105","98.8","32284.6"
"42.91638","-9.12106","99.2","32287.0"
"42.91641","-9.12107","99.7","32290.4"
"42.91643","-9.12108","100.1","32292.8"
"42.91646","-9.12109","100.6","32296.2"
"42.91649","-9.12109","101.1","32299.5"
"42.91651","-9.12110","101.4","32301.9"
"42.91654","-9.12111","101.9","32305.3"
"42.91656","-9.12111","102.2","32307.6"
"42.91659","-9.12112","102.7","32311.0"
"42.91661","-9.12113","103.0","32313.4"
"42.91664","-9.12115","103.4","32317.1"
"42.91667","-9.12120","104.0","32322.3"
"42.91668","-9.12125","104.4","32326.6"
"42.91668","-9.12131","104.9","32331.5"
"42.91667","-9.12138","105.4","32337.3"
"42.91664","-9.12143","105.8","32342.5"
"42.91661","-9.12147","106.2","32347.2"
"42.91658","-9.12151","106.6","32351.8"
"42.91655","-9.12155","107.0","32356.5"
"42.91652","-9.12159","107.5","32361.2"
"42.91650","-9.12163","107.9","32365.1"
"42.91648","-9.12168","108.3","32369.8"
"42.91646","-9.12173","108.8","32374.4"
"42.91645","-9.12178","109.3","32378.6"
"42.91644","-9.12182","109.7","32382.1"
"42.91644","-9.12186","110.1","32385.3"
"42.91644","-9.12191","110.6","32389.4"
"42.91644","-9.12195","111.1","32392.6"
"42.91645","-9.12199","111.5","32396.1"
"42.91646","-9.12202","111.9","32398.8"
"42.91647","-9.12205","112.3","32401.5"
"42.91649","-9.12208","112.8","32404.8"
"42.91650","-9.12211","113.2","32407.4"
"42.91651","-9.12214","113.7","32410.1"
"42.91653","-9.12217","114.2","32413.4"
"42.91654","-9.12220","114.7","32416.1"
"42.91655","-9.12222","115.0","32418.1"
"42.91657","-9.12224","115.5","32420.8"
"42.91658","-9.12227","116.0","32423.5"
"42.91659","-9.12229","116.4","32425.5"
"42.91661","-9.12232","117.0","32428.8"
"42.91662","-9.12234","117.4","32430.8"
"42.91662","-9.12237","117.9","32433.2"
"42.91663","-9.12241","118.6","32436.7"
"42.91663","-9.12243","119.0","32438.3"
"42.91664","-9.12246","119.6","32441.0"
"42.91665","-9.12249","120.1","32443.7"
"42.91667","-9.12252","120.9","32447.0"
"42.91669","-9.12254","121.5","32449.7"
"42.91671","-9.12256","122.2","32452.5"
"42.91672","-9.12258","122.6","32454.4"
"42.91674","-9.12258","123.2","32456.7"
"42.91675","-9.12258","123.5","32457.8"
"42.91677","-9.12258","124.0","32460.0"
"42.91678","-9.12256","124.5","32462.0"
"42.91680","-9.12254","125.2","32464.7"
"42.91681","-9.12252","125.7","32466.7"
"42.91682","-9.12250","126.1","32468.7"
"42.91684","-9.12247","126.9","32472.0"
"42.91686","-9.12245","127.6","32474.7"
"42.91687","-9.12244","128.0","32476.1"
"42.91689","-9.12242","128.6","32478.9"
"42.91691","-9.12241","129.2","32481.2"
"42.91693","-9.12239","129.9","32484.0"
"42.91694","-9.12238","130.3","32485.4"
"42.91696","-9.12237","130.8","32487.7"
"42.91697","-9.12237","131.1","32488.9"
"42.91699","-9.12236","131.7","32491.2"
"42.91701","-9.12235","132.2","32493.6"
"42.91703","-9.12234","132.8","32496.0"
"42.91705","-9.12233","133.3","32498.3"
"42.91707","-9.12234","133.9","32500.7"
"42.91709","-9.12234","134.4","32502.9"
"42.91711","-9.12235","134.9","32505.3"
"42.91714","-9.12235","135.6","32508.6"
"42.91716","-9.12237","136.1","32511.4"
"42.91719","-9.12238","136.8","32514.8"
"42.91722","-9.12240","137.5","32518.5"
"42.91725","-9.12241","138.2","32522.0"
"42.91728","-9.12242","138.9","32525.4"
"42.91730","-9.12242","139.3","32527.6"
"42.91732","-9.12242","139.8","32529.8"
"42.91734","-9.12241","140.3","32532.2"
"42.91735","-9.12240","140.6","32533.6"
"42.91736","-9.12238","141.0","32535.6"
"42.91737","-9.12237","141.3","32536.9"
"42.91739","-9.12235","141.9","32539.7"
"42.91741","-9.12233","142.4","32542.5"
"42.91743","-9.12232","142.9","32544.8"
"42.91746","-9.12231","143.5","32548.3"
"42.91748","-9.12230","144.0","32550.6"
"42.91751","-9.12229","144.6","32554.1"
"42.91754","-9.12228","145.3","32557.5"
"42.91756","-9.12228","145.7","32559.7"
"42.91758","-9.12227","146.1","32562.1"
"42.91760","-9.12226","146.6","32564.5"
"42.91762","-9.12225","147.0","32566.8"
"42.91764","-9.12224","147.5","32569.2"
"42.91766","-9.12223","147.9","32571.6"
"42.91768","-9.12221","148.4","32574.3"
"42.91771","-9.12220","149.1","32577.7"
"42.91773","-9.12220","149.5","32580.0"
"42.91775","-9.12219","149.9","32582.3"
"42.91777","-9.12219","150.3","32584.6"
"42.91778","-9.12218","150.6","32585.9"
"42.91780","-9.12218","151.0","32588.2"
"42.91782","-9.12217","151.4","32590.5"
"42.91784","-9.12216","151.9","32592.9"
"42.91786","-9.12215","152.3","32595.3"
"42.91788","-9.12214","152.7","32597.6"
"42.91791","-9.12213","153.3","32601.1"
"42.91793","-9.12212","153.7","32603.4"
"42.91796","-9.12210","154.3","32607.2"
"42.91799","-9.12209","154.8","32610.6"
"42.91801","-9.12208","155.2","32613.0"
"42.91804","-9.12206","155.7","32616.7"
"42.91807","-9.12205","156.2","32620.1"
"42.91809","-9.12204","156.6","32622.5"
"42.91812","-9.12202","157.1","32626.2"
"42.91814","-9.12201","157.5","32628.6"
"42.91816","-9.12199","157.9","32631.3"
"42.91819","-9.12198","158.4","32634.7"
"42.91821","-9.12197","158.7","32637.1"
"42.91824","-9.12196","159.2","32640.5"
"42.91827","-9.12195","159.7","32644.0"
"42.91829","-9.12194","160.1","32646.3"
"42.91831","-9.12192","160.6","32649.1"
"42.91834","-9.12191","161.1","32652.5"
"42.91835","-9.12190","161.4","32653.9"
"42.91837","-9.12188","161.9","32656.7"
"42.91839","-9.12187","162.3","32659.0"
"42.91841","-9.12186","162.7","32661.4"
"42.91842","-9.12186","162.9","32662.5"
"42.91844","-9.12185","163.4","32664.9"
"42.91846","-9.12184","163.9","32667.3"
"42.91848","-9.12183","164.3","32669.6"
"42.91850","-9.12183","164.8","32671.8"
"42.91852","-9.12182","165.2","32674.2"
"42.91855","-9.12182","165.9","32677.6"
"42.91857","-9.12181","166.3","32679.9"
"42.91859","-9.12180","166.8","32682.3"
"42.91861","-9.12180","167.2","32684.5"
"42.91863","-9.12180","167.6","32686.7"
"42.91865","-9.12180","168.1","32689.0"
"42.91867","-9.12180","168.5","32691.2"
"42.91869","-9.12180","168.9","32693.4"
"42.91871","-9.12180","169.3","32695.6"
"42.91873","-9.12180","169.8","32697.9"
"42.91874","-9.12179","170.0","32699.2"
"42.91876","-9.12179","170.4","32701.5"
"42.91878","-9.12179","170.8","32703.7"
"42.91880","-9.12179","171.2","32705.9"
"42.91882","-9.12180","171.7","32708.3"
"42.91884","-9.12180","172.1","32710.5"
"42.91886","-9.12180","172.5","32712.7"
"42.91888","-9.12179","172.9","32715.1"
"42.91891","-9.12179","173.6","32718.4"
"42.91893","-9.12180","174.0","32720.8"
"42.91895","-9.12180","174.4","32723.0"
"42.91896","-9.12181","174.7","32724.4"
"42.91898","-9.12181","175.1","32726.6"
"42.91900","-9.12180","175.6","32729.0"
"42.91902","-9.12179","176.0","32731.4"
"42.91904","-9.12177","176.6","32734.1"
"42.91906","-9.12176","177.0","32736.5"
"42.91908","-9.12176","177.4","32738.7"
"42.91910","-9.12175","177.9","32741.1"
"42.91912","-9.12175","178.3","32743.3"
"42.91914","-9.12174","178.8","32745.7"
"42.91915","-9.12174","179.0","32746.8"
"42.91917","-9.12173","179.4","32749.1"
"42.91919","-9.12171","180.0","32751.9"
"42.91922","-9.12169","180.7","32755.6"
"42.91924","-9.12167","181.2","32758.4"
"42.91926","-9.12166","181.7","32760.7"
"42.91928","-9.12164","182.3","32763.5"
"42.91929","-9.12163","182.5","32764.9"
"42.91931","-9.12162","183.0","32767.2"
"42.91933","-9.12161","183.5","32769.6"
"42.91935","-9.12159","184.1","32772.4"
"42.91936","-9.12157","184.5","32774.3"
"42.91937","-9.12155","184.9","32776.3"
"42.91938","-9.12152","185.5","32779.0"
"42.91940","-9.12149","186.2","32782.3"
"42.91940","-9.12147","186.5","32783.9"
"42.91941","-9.12143","187.2","32787.4"
"42.91944","-9.12138","188.2","32792.6"
"42.91945","-9.12135","188.7","32795.3"
"42.91945","-9.12132","189.1","32797.8"
"42.91946","-9.12129","189.6","32800.4"
"42.91946","-9.12125","190.1","32803.7"
"42.91947","-9.12121","190.7","32807.1"
"42.91948","-9.12118","191.2","32809.8"
"42.91948","-9.12114","191.7","32813.1"
"42.91948","-9.12111","192.1","32815.5"
"42.91947","-9.12107","192.6","32819.0"
"42.91946","-9.12104","193.0","32821.7"
"42.91945","-9.12101","193.4","32824.3"
"42.91943","-9.12098","193.9","32827.6"
"42.91941","-9.12095","194.3","32830.9"
"42.91939","-9.12091","194.9","32834.9"
"42.91937","-9.12089","195.2","32837.6"
"42.91935","-9.12086","195.6","32840.9"
"42.91932","-9.12081","196.2","32846.2"
"42.91929","-9.12076","196.9","32851.5"
"42.91927","-9.12075","197.1","32853.8"
"42.91924","-9.12073","197.6","32857.6"
"42.91921","-9.12072","198.0","32861.0"
"42.91918","-9.12071","198.4","32864.4"
"42.91915","-9.12069","198.8","32868.1"
"42.91912","-9.12068","199.2","32871.6"
"42.91909","-9.12065","199.7","32875.7"
"42.91906","-9.12063","200.1","32879.4"
"42.91904","-9.12060","200.4","32882.7"
"42.91901","-9.12057","200.9","32886.9"
"42.91899","-9.12053","201.3","32890.8"
"42.91897","-9.12051","201.6","32893.6"
"42.91894","-9.12049","202.0","32897.3"
"42.91891","-9.12048","202.4","32900.7"
"42.91888","-9.12046","202.8","32904.4"
"42.91885","-9.12044","203.2","32908.1"
"42.91882","-9.12042","203.6","32911.8"
"42.91880","-9.12039","203.9","32915.1"
"42.91877","-9.12036","204.4","32919.3"
"42.91875","-9.12034","204.7","32922.0"
"42.91873","-9.12031","205.0","32925.3"
"42.91871","-9.12027","205.4","32929.3"
"42.91869","-9.12023","205.8","32933.2"
"42.91867","-9.12018","206.3","32937.9"
"42.91866","-9.12014","206.7","32941.3"
"42.91865","-9.12009","207.2","32945.5"
"42.91864","-9.12005","207.6","32949.0"
"42.91862","-9.12002","208.0","32952.3"
"42.91860","-9.11998","208.5","32956.2"
"42.91858","-9.11995","208.9","32959.5"
"42.91856","-9.11992","209.4","32962.8"
"42.91854","-9.11989","209.8","32966.1"
"42.91852","-9.11986","210.2","32969.4"
"42.91850","-9.11983","210.7","32972.7"
"42.91847","-9.11980","211.3","32976.9"
"42.91845","-9.11977","211.8","32980.2"
"42.91843","-9.11974","212.2","32983.5"
"42.91841","-9.11972","212.6","32986.2"
"42.91838","-9.11969","213.2","32990.4"
"42.91836","-9.11967","213.6","32993.1"
"42.91834","-9.11965","214.0","32995.9"
"42.91831","-9.11964","214.5","32999.3"
"42.91828","-9.11962","215.0","33003.0"
"42.91826","-9.11960","215.4","33005.8"
"42.91823","-9.11958","215.9","33009.5"
"42.91820","-9.11956","216.5","33013.2"
"42.91818","-9.11954","216.8","33016.0"
"42.91815","-9.11952","217.4","33019.7"
"42.91812","-9.11950","217.9","33023.4"
"42.91810","-9.11948","218.3","33026.1"
"42.91808","-9.11946","218.7","33028.9"
"42.91806","-9.11944","219.1","33031.7"
"42.91804","-9.11942","219.5","33034.4"
"42.91802","-9.11940","219.9","33037.2"
"42.91800","-9.11937","220.3","33040.5"
"42.91797","-9.11935","220.8","33044.2"
"42.91795","-9.11933","221.2","33046.9"
"42.91793","-9.11931","221.5","33049.7"
"42.91791","-9.11930","221.8","33052.1"
"42.91790","-9.11928","222.1","33054.0"
"42.91789","-9.11926","222.3","33056.0"
"42.91788","-9.11923","222.7","33058.7"
"42.91786","-9.11921","223.0","33061.4"
"42.91784","-9.11919","223.4","33064.2"
"42.91782","-9.11916","223.8","33067.5"
"42.91781","-9.11914","224.1","33069.5"
"42.91779","-9.11911","224.6","33072.8"
"42.91777","-9.11908","225.0","33076.1"
"42.91776","-9.11905","225.4","33078.8"
"42.91775","-9.11901","225.9","33082.2"
"42.91774","-9.11898","226.3","33084.9"
"42.91773","-9.11895","226.7","33087.6"
"42.91772","-9.11891","227.2","33091.0"
"42.91771","-9.11888","227.6","33093.7"
"42.91771","-9.11885","228.0","33096.2"
"42.91770","-9.11881","228.5","33099.6"
"42.91770","-9.11877","229.0","33102.9"
"42.91771","-9.11873","229.5","33106.3"
"42.91771","-9.11869","230.0","33109.5"
"42.91771","-9.11865","230.5","33112.8"
"42.91771","-9.11861","231.0","33116.1"
"42.91772","-9.11857","231.6","33119.5"
"42.91771","-9.11853","232.1","33122.9"
"42.91771","-9.11849","232.6","33126.2"
"42.91771","-9.11845","233.1","33129.5"
"42.91771","-9.11841","233.6","33132.7"
"42.91771","-9.11837","234.1","33136.0"
"42.91771","-9.11834","234.5","33138.4"
"42.91770","-9.11830","235.0","33141.9"
"42.91769","-9.11826","235.5","33145.3"
"42.91768","-9.11823","235.9","33148.0"
"42.91767","-9.11820","236.4","33150.7"
"42.91766","-9.11816","236.9","33154.1"
"42.91766","-9.11813","237.3","33156.6"
"42.91765","-9.11810","237.7","33159.2"
"42.91764","-9.11807","238.1","33161.9"
"42.91762","-9.11803","238.7","33165.9"
"42.91761","-9.11800","239.1","33168.6"
"42.91760","-9.11797","239.4","33171.2"
"42.91759","-9.11793","239.9","33174.7"
"42.91757","-9.11790","240.4","33178.0"
"42.91756","-9.11786","240.9","33181.4"
"42.91755","-9.11783","241.3","33184.1"
"42.91754","-9.11779","241.8","33187.6"
"42.91752","-9.11775","242.3","33191.5"
"42.91751","-9.11771","242.8","33194.9"
"42.91749","-9.11767","243.3","33198.9"
"42.91747","-9.11764","243.8","33202.2"
"42.91746","-9.11761","244.1","33204.9"
"42.91744","-9.11758","244.6","33208.2"
"42.91742","-9.11754","245.1","33212.1"
"42.91741","-9.11751","245.5","33214.8"
"42.91739","-9.11748","246.0","33218.1"
"42.91737","-9.11745","246.4","33221.4"
"42.91735","-9.11741","246.9","33225.4"
"42.91734","-9.11738","247.3","33228.0"
"42.91732","-9.11734","247.8","33232.0"
"42.91730","-9.11731","248.3","33235.3"
"42.91729","-9.11727","248.7","33238.7"
"42.91727","-9.11724","249.2","33242.0"
"42.91726","-9.11721","249.5","33244.7"
"42.91724","-9.11717","250.0","33248.7"
"42.91723","-9.11714","250.4","33251.3"
"42.91721","-9.11710","250.9","33255.3"
"42.91719","-9.11706","251.4","33259.2"
"42.91717","-9.11703","251.8","33262.5"
"42.91716","-9.11699","252.2","33266.0"
"42.91714","-9.11695","252.7","33269.9"
"42.91713","-9.11691","253.2","33273.4"
"42.91711","-9.11687","253.6","33277.3"
"42.91710","-9.11683","254.0","33280.7"
"42.91710","-9.11679","254.4","33284.0"
"42.91710","-9.11674","254.9","33288.1"
"42.91710","-9.11670","255.3","33291.3"
"42.91710","-9.11666","255.7","33294.6"
"42.91711","-9.11662","256.1","33298.0"
"42.91711","-9.11657","256.5","33302.1"
"42.91712","-9.11653","256.9","33305.5"
"42.91713","-9.11649","257.4","33309.0"
"42.91714","-9.11645","257.8","33312.4"
"42.91714","-9.11641","258.2","33315.7"
"42.91715","-9.11636","258.6","33319.9"
"42.91716","-9.11632","259.1","33323.3"
"42.91717","-9.11628","259.4","33326.8"
"42.91718","-9.11623","259.9","33331.0"
"42.91720","-9.11619","260.4","33335.0"
"42.91721","-9.11614","260.8","33339.2"
"42.91722","-9.11610","261.2","33342.6"
"42.91724","-9.11606","261.6","33346.6"
"42.91726","-9.11601","262.2","33351.2"
"42.91727","-9.11597","262.5","33354.6"
"42.91729","-9.11593","263.0","33358.6"
"42.91731","-9.11587","263.6","33364.0"
"42.91732","-9.11585","263.8","33365.9"
"42.91734","-9.11581","264.2","33369.9"
"42.91736","-9.11577","264.6","33373.8"
"42.91738","-9.11573","265.0","33377.8"
"42.91739","-9.11569","265.3","33381.2"
"42.91741","-9.11565","265.7","33385.1"
